VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,01-01-2020 00:08,01-01-2020 00:20,1,2.64,1,N,141,151,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01-01-2020 00:22,01-01-2020 00:35,1,2.68,1,N,151,141,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
2,01-01-2020 00:37,01-01-2020 00:48,1,1.42,1,N,141,262,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,01-01-2020 00:57,01-01-2020 01:02,1,1.24,1,N,141,229,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01-01-2020 00:23,01-01-2020 00:45,1,5.33,1,N,113,255,1,20,0.5,0.5,4.76,0,0.3,28.56,2.5
2,01-01-2020 00:47,01-01-2020 01:07,1,5.37,1,N,255,233,1,19.5,0.5,0.5,4.66,0,0.3,27.96,2.5
1,01-01-2020 00:40,01-01-2020 00:44,3,0.9,1,N,141,262,1,5,3,0.5,1.75,0,0.3,10.55,2.5
2,01-01-2020 00:28,01-01-2020 00:44,1,1.35,1,N,113,164,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01-01-2020 00:48,01-01-2020 00:55,1,0.69,1,N,234,113,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01-01-2020 00:57,01-01-2020 01:10,1,2.63,1,N,113,229,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,01-01-2020 00:30,01-01-2020 00:55,1,3.4,1,N,249,233,1,16,0.5,0.5,4.95,0,0.3,24.75,2.5
2,01-01-2020 00:40,01-01-2020 00:50,1,1.55,1,N,239,237,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,01-01-2020 00:01,01-01-2020 00:19,1,6.72,1,N,75,129,1,21,0.5,0.5,0,0,0.3,24.8,2.5
2,01-01-2020 00:22,01-01-2020 00:28,1,1.37,1,N,129,226,2,7,0.5,0.5,0,0,0.3,8.3,0
2,01-01-2020 00:46,01-01-2020 00:54,1,6.32,1,N,132,28,2,18,0.5,0.5,0,0,0.3,19.3,0
2,01-01-2020 00:56,01-01-2020 01:13,1,11.85,2,N,93,263,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
2,01-01-2020 00:24,01-01-2020 00:27,6,0.89,1,N,129,260,2,5.5,0.5,0.5,0,0,0.3,6.8,0
2,01-01-2020 00:39,01-01-2020 00:45,6,1.47,1,N,226,260,2,7,0.5,0.5,0,0,0.3,8.3,0
2,01-01-2020 00:48,01-01-2020 00:55,6,1.24,1,N,260,129,1,6.5,0.5,0.5,2.34,0,0.3,10.14,0
2,01-01-2020 00:24,01-01-2020 00:57,1,15.69,1,N,138,153,1,44,0.5,0.5,10.28,6.12,0.3,61.7,0
2,01-01-2020 00:54,01-01-2020 01:17,1,1.74,1,N,48,137,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5
2,01-01-2020 00:07,01-01-2020 00:32,2,10.05,1,N,138,142,2,30.5,0.5,0.5,0,6.12,0.3,40.42,2.5
2,01-01-2020 00:35,01-01-2020 00:56,2,2.39,1,N,142,233,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5
2,01-01-2020 00:59,01-01-2020 01:08,1,1.19,1,N,233,234,1,7.5,0.5,0.5,2,0,0.3,13.3,2.5
1,01-01-2020 00:11,01-01-2020 00:17,2,1.7,1,N,237,236,2,7,3,0.5,0,0,0.3,10.8,2.5
1,01-01-2020 00:25,01-01-2020 00:33,3,1.6,1,N,43,262,1,8,3,0.5,2.35,0,0.3,14.15,2.5
1,01-01-2020 00:38,01-01-2020 00:53,1,2.7,1,N,262,170,2,12.5,3,0.5,0,0,0.3,16.3,2.5
1,01-01-2020 00:56,01-01-2020 00:59,1,0.5,1,N,170,137,1,4.5,3,0.5,1,0,0.3,9.3,2.5
1,01-01-2020 00:32,01-01-2020 00:36,1,0.6,1,N,137,107,3,5,3,0.5,0,0,0.3,8.8,2.5
1,01-01-2020 00:39,01-01-2020 00:52,1,2.9,1,N,107,140,3,12,3,0.5,0,0,0.3,15.8,2.5
2,01-01-2020 00:43,01-01-2020 00:57,1,2.8,1,N,148,229,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
1,01-01-2020 00:16,01-01-2020 00:36,2,6.7,1,N,237,87,2,22,3,0.5,0,0,0.3,25.8,2.5
1,01-01-2020 00:38,01-01-2020 00:46,2,1.8,1,Y,209,66,1,8,3,0.5,2.95,0,0.3,14.75,2.5
1,01-01-2020 00:50,01-01-2020 01:01,2,2.3,1,N,65,148,2,10,3,0.5,0,0,0.3,13.8,2.5
1,01-01-2020 00:21,01-01-2020 00:50,1,18.2,2,N,132,116,1,52,0,0.5,0,6.12,0.3,58.92,0
1,01-01-2020 00:56,01-01-2020 01:14,1,6,1,N,116,220,3,19.5,0.5,0.5,0,0,0.3,20.8,0
2,01-01-2020 00:09,01-01-2020 00:17,2,2.23,1,N,166,239,1,9,0.5,0.5,3.2,0,0.3,16,2.5
2,01-01-2020 00:20,01-01-2020 00:23,1,0.78,1,N,239,239,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01-01-2020 00:24,01-01-2020 00:27,1,0.78,1,N,239,238,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,01-01-2020 00:28,01-01-2020 00:59,2,7.03,1,N,238,232,1,25.5,0.5,0.5,5.86,0,0.3,35.16,2.5
1,01-01-2020 00:39,01-01-2020 00:47,2,1,1,N,90,79,2,7,3,0.5,0,0,0.3,10.8,2.5
2,01-01-2020 00:29,01-01-2020 00:41,1,3.42,1,N,43,193,2,12,0.5,0.5,0,0,0.3,15.8,2.5
1,01-01-2020 00:35,01-01-2020 00:47,1,2.8,1,N,229,113,1,11,3,0.5,2.95,0,0.3,17.75,2.5
1,01-01-2020 00:50,01-01-2020 01:43,1,13.3,1,N,114,55,2,46.5,3,0.5,0,0,0.3,50.3,2.5
2,01-01-2020 00:09,01-01-2020 00:21,1,2.52,1,N,50,90,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01-01-2020 00:37,01-01-2020 00:48,1,1.62,1,N,90,79,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01-01-2020 00:56,01-01-2020 01:09,1,2,1,N,79,90,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01-01-2020 00:00,01-01-2020 00:26,1,9.84,1,N,148,159,2,30.5,0.5,0.5,0,0,0.3,34.3,2.5
2,01-01-2020 00:46,01-01-2020 00:49,1,0.79,1,N,141,263,1,5,0.5,0.5,1,0,0.3,9.8,2.5
2,01-01-2020 00:53,01-01-2020 01:08,1,4.67,1,N,141,4,1,16,0.5,0.5,7.5,0,0.3,27.3,2.5
1,01-01-2020 00:26,01-01-2020 00:27,1,0.5,1,Y,74,74,2,3.5,0.5,0.5,0,0,0.3,4.8,0
1,01-01-2020 00:35,01-01-2020 00:45,2,2.1,1,N,236,239,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,01-01-2020 00:48,01-01-2020 01:12,2,5,1,N,239,226,1,19,3,0.5,4.55,0,0.3,27.35,2.5
2,01-01-2020 00:07,01-01-2020 00:12,1,0.77,1,N,148,4,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01-01-2020 00:19,01-01-2020 00:27,1,1.09,1,N,79,249,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,01-01-2020 00:33,01-01-2020 00:52,1,0.24,1,N,234,90,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5
2,01-01-2020 00:29,01-01-2020 00:35,1,0.79,1,N,114,232,1,6,0.5,0.5,1,0,0.3,10.8,2.5
2,01-01-2020 00:48,01-01-2020 01:13,1,4.12,1,N,114,189,1,19,0.5,0.5,4.56,0,0.3,27.36,2.5
1,01-01-2020 00:30,01-01-2020 00:39,0,1.4,1,N,234,114,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
1,01-01-2020 00:40,01-01-2020 00:50,0,1.5,1,N,114,137,1,8,3,0.5,2.35,0,0.3,14.15,2.5
1,01-01-2020 00:54,01-01-2020 01:08,0,2.5,1,Y,137,144,2,11.5,3,0.5,0,0,0.3,15.3,2.5
1,01-01-2020 00:28,01-01-2020 01:01,2,3.7,1,N,107,143,1,20.5,3,0.5,5,0,0.3,29.3,2.5
1,01-01-2020 00:14,01-01-2020 00:42,1,2.2,1,N,113,161,2,17.5,3,0.5,0,0,0.3,21.3,2.5
1,01-01-2020 00:46,01-01-2020 01:11,3,1.9,1,N,161,68,2,15.5,3,0.5,0,0,0.3,19.3,2.5
2,01-01-2020 00:35,01-01-2020 00:41,1,1.79,1,N,236,239,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01-01-2020 00:43,01-01-2020 00:54,1,2.02,1,N,238,263,1,10,0.5,0.5,2.2,0,0.3,16,2.5
2,01-01-2020 00:59,01-01-2020 01:18,1,3.83,1,N,262,50,2,16,0.5,0.5,0,0,0.3,19.8,2.5
1,01-01-2020 00:33,01-01-2020 00:39,2,1.4,1,N,141,263,1,6.5,3,0.5,1.55,0,0.3,11.85,2.5
1,01-01-2020 00:51,01-01-2020 00:57,2,1.8,1,N,263,229,1,7.5,3,0.5,2.8,0,0.3,14.1,2.5
2,01-01-2020 00:50,01-01-2020 00:53,1,0.55,1,N,74,74,2,4,0.5,0.5,0,0,0.3,5.3,0
2,01-01-2020 00:24,01-01-2020 00:35,1,1.2,1,N,161,170,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01-01-2020 00:47,01-01-2020 01:13,2,2.25,1,N,170,142,1,16,0.5,0.5,2.97,0,0.3,22.77,2.5
2,01-01-2020 00:05,01-01-2020 00:19,2,2.15,1,N,158,79,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01-01-2020 00:22,01-01-2020 00:38,1,2.8,1,N,79,13,2,13,0.5,0.5,0,0,0.3,16.8,2.5
2,01-01-2020 00:42,01-01-2020 01:03,1,7.53,1,N,13,141,1,24,0.5,0.5,6.95,0,0.3,34.75,2.5
1,01-01-2020 00:34,01-01-2020 00:45,0,2.8,1,N,145,224,2,11,3,0.5,0,6.12,0.3,20.92,2.5
1,01-01-2020 00:46,01-01-2020 00:51,3,0.7,1,N,224,107,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,01-01-2020 00:55,01-01-2020 01:10,0,2.6,1,N,137,140,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5
1,01-01-2020 00:12,01-01-2020 00:24,1,1.8,1,N,90,233,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,01-01-2020 00:52,01-01-2020 01:05,4,0.7,1,N,161,163,2,9,3,0.5,0,0,0.3,12.8,2.5
1,01-01-2020 00:05,01-01-2020 00:14,1,1.8,1,N,239,262,1,8.5,3,0.5,3.65,0,0.3,15.95,2.5
1,01-01-2020 00:20,01-01-2020 00:31,1,1.9,1,N,263,238,1,9,3,0.5,3.8,0,0.3,16.6,2.5
1,01-01-2020 00:34,01-01-2020 00:43,1,1.3,1,N,239,151,1,8,3,0.5,1,0,0.3,12.8,2.5
1,01-01-2020 00:45,01-01-2020 00:52,1,1.8,1,N,238,142,1,7.5,3,0.5,2.8,0,0.3,14.1,2.5
1,01-01-2020 00:53,01-01-2020 01:31,1,2.7,1,N,142,170,1,15.5,3,0.5,1,0,0.3,20.3,2.5
1,01-01-2020 00:26,01-01-2020 00:33,2,0.3,1,N,90,90,2,5.5,3,0.5,0,0,0.3,9.3,2.5
1,01-01-2020 00:45,01-01-2020 01:12,1,5.2,1,N,113,37,1,21.5,3,0.5,0,0,0.3,25.3,2.5
2,01-01-2020 00:30,01-01-2020 00:53,1,9.93,1,N,132,122,1,30,0.5,0.5,6.26,0,0.3,37.56,0
1,01-01-2020 00:41,01-01-2020 01:14,3,4.4,1,N,48,144,1,22,3,0.5,5.15,0,0.3,30.95,2.5
2,01-01-2020 00:29,01-01-2020 00:39,1,1.66,1,N,43,262,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,01-01-2020 00:43,01-01-2020 00:47,1,0.86,1,N,263,236,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01-01-2020 00:41,01-01-2020 00:49,1,0.53,1,N,234,234,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01-01-2020 00:20,01-01-2020 00:31,1,2.39,1,N,236,143,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01-01-2020 00:33,01-01-2020 00:39,1,0.95,1,N,143,48,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01-01-2020 00:49,01-01-2020 00:51,1,0.4,1,N,143,142,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,01-01-2020 00:59,01-01-2020 01:09,1,1.54,1,N,239,238,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01-01-2020 00:53,01-01-2020 01:15,3,1.72,1,N,48,164,2,14,0.5,0.5,0,0,0.3,17.8,2.5
1,01-01-2020 00:23,01-01-2020 00:38,1,2.8,1,N,234,141,1,12,3,0.5,3.15,0,0.3,18.95,2.5
1,01-01-2020 00:59,01-01-2020 01:14,1,2,1,N,43,262,2,11,3,0.5,0,0,0.3,14.8,2.5
2,01-01-2020 00:46,01-01-2020 01:09,1,10.91,4,N,132,265,1,45.5,0.5,0.5,9.36,0,0.3,56.16,0
1,01-01-2020 00:16,01-01-2020 00:28,1,1.9,1,N,68,144,2,9.5,3,0.5,0,0,0.3,13.3,2.5
1,01-01-2020 00:32,01-01-2020 00:43,2,2.8,1,N,148,256,1,11.5,3,0.5,4.55,0,0.3,19.85,2.5
1,01-01-2020 00:51,01-01-2020 01:05,1,1.5,1,N,256,225,1,10,0.5,0.5,2.8,0,0.3,14.1,0
1,01-01-2020 00:31,01-01-2020 01:09,1,5.6,1,N,114,239,1,26,3,0.5,5.95,0,0.3,35.75,2.5
2,01-01-2020 00:26,01-01-2020 00:38,2,1.63,1,N,90,246,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01-01-2020 00:42,01-01-2020 00:46,2,0.36,1,N,48,50,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,01-01-2020 00:17,01-01-2020 00:23,4,1.34,1,N,238,151,1,6.5,0.5,0.5,2.58,0,0.3,12.88,2.5
2,01-01-2020 00:28,01-01-2020 00:45,3,3.5,1,N,238,229,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5
1,01-01-2020 00:15,01-01-2020 00:26,1,4.3,1,N,132,10,1,14.5,0.5,0.5,3.95,0,0.3,19.75,0
1,01-01-2020 00:48,01-01-2020 00:59,2,4,1,N,132,218,2,13.5,0.5,0.5,0,0,0.3,14.8,0
1,01-01-2020 00:20,01-01-2020 00:49,1,1.9,1,N,43,186,2,17.5,3,0.5,0,0,0.3,21.3,2.5
1,01-01-2020 00:53,01-01-2020 01:25,1,6.1,1,N,90,112,1,24,3,0.5,5.55,0,0.3,33.35,2.5
2,01-01-2020 00:18,01-01-2020 00:23,1,1.17,1,N,238,41,2,6,0.5,0.5,0,0,0.3,7.3,0
2,01-01-2020 00:27,01-01-2020 00:37,1,1.96,1,N,151,74,2,9.5,0.5,0.5,0,0,0.3,10.8,0
2,01-01-2020 00:42,01-01-2020 00:53,1,2.36,1,N,41,116,2,10,0.5,0.5,0,0,0.3,11.3,0
2,01-01-2020 00:56,01-01-2020 01:04,1,1.99,1,N,116,166,1,9,0.5,0.5,2.06,0,0.3,12.36,0
2,01-01-2020 00:15,01-01-2020 00:29,1,3.74,1,N,141,112,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5
2,01-01-2020 00:30,01-01-2020 00:34,1,0.65,1,N,112,112,2,4.5,0.5,0.5,0,0,0.3,5.8,0
2,01-01-2020 00:54,01-01-2020 00:58,1,1.42,1,N,140,263,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01-01-2020 00:46,01-01-2020 00:49,1,0.65,1,N,229,229,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01-01-2020 00:52,01-01-2020 01:13,1,7.05,1,N,229,116,1,22.5,0.5,0.5,6.58,0,0.3,32.88,2.5
1,01-01-2020 00:17,01-01-2020 00:25,2,1.2,1,N,237,229,2,7.5,3,0.5,0,0,0.3,11.3,2.5
1,01-01-2020 00:28,01-01-2020 00:39,2,3.5,1,N,229,179,2,12.5,3,0.5,0,0,0.3,16.3,2.5
1,01-01-2020 00:33,01-01-2020 00:34,1,0.5,1,N,263,263,2,3.5,3,0.5,0,0,0.3,7.3,2.5
1,01-01-2020 00:43,01-01-2020 00:54,1,3.3,1,N,263,193,1,12,3,0.5,1,0,0.3,16.8,2.5
2,01-01-2020 00:10,01-01-2020 00:24,1,1.48,1,N,68,79,1,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,01-01-2020 00:29,01-01-2020 00:33,1,0.46,1,N,79,79,1,5,0.5,0.5,0.88,0,0.3,9.68,2.5
2,01-01-2020 00:36,01-01-2020 00:58,1,9.28,1,N,79,42,1,27,0.5,0.5,6.16,0,0.3,36.96,2.5
1,01-01-2020 00:16,01-01-2020 00:32,1,2,1,N,48,234,1,11.5,3,0.5,2.3,0,0.3,17.6,2.5
1,01-01-2020 00:40,01-01-2020 01:16,1,13.6,1,N,234,221,2,40.5,3,0.5,0,18.36,0.3,62.66,2.5
2,01-01-2020 00:45,01-01-2020 01:00,6,3.96,1,N,161,74,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
2,01-01-2020 00:07,01-01-2020 00:37,2,18.39,1,N,132,17,1,50.5,0.5,0.5,10.36,0,0.3,62.16,0
1,01-01-2020 00:12,01-01-2020 00:31,1,4.3,1,N,141,249,1,15.5,3,0.5,3.7,0,0.3,23,2.5
2,01-01-2020 00:52,01-01-2020 01:08,5,2.09,1,N,140,142,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5
2,01-01-2020 00:23,01-01-2020 00:52,1,1.85,1,N,43,164,2,17.5,0.5,0.5,0,0,0.3,21.3,2.5
2,01-01-2020 00:53,01-01-2020 01:05,1,1.23,1,N,164,107,1,8.5,0.5,0.5,3.08,0,0.3,15.38,2.5
1,01-01-2020 00:16,01-01-2020 00:22,1,1.1,1,N,162,237,2,6.5,3,0.5,0,0,0.3,10.3,2.5
1,01-01-2020 00:47,01-01-2020 01:01,1,1.5,1,N,161,141,1,10,3,0.5,4.1,0,0.3,17.9,2.5
1,01-01-2020 00:49,01-01-2020 01:35,2,11.4,1,N,50,255,1,39.5,3,0.5,8.65,0,0.3,51.95,2.5
2,01-01-2020 00:31,01-01-2020 00:45,1,2.34,1,N,239,229,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,01-01-2020 00:47,01-01-2020 01:02,1,2.44,1,N,229,236,2,12,0.5,0.5,0,0,0.3,15.8,2.5
1,01-01-2020 00:16,01-01-2020 00:26,1,3.2,1,N,148,87,1,12,3,0.5,3.15,0,0.3,18.95,2.5
1,01-01-2020 00:30,01-01-2020 00:38,1,1.7,1,N,87,261,2,8,3,0.5,0,0,0.3,11.8,2.5
1,01-01-2020 00:41,01-01-2020 01:27,1,14.9,1,N,231,127,1,47.5,3,0.5,5,0,0.3,56.3,2.5
1,01-01-2020 00:23,01-01-2020 00:35,1,1.4,1,N,68,246,2,9,3,0.5,0,0,0.3,12.8,2.5
1,01-01-2020 00:52,01-01-2020 00:55,1,0.3,1,N,68,90,3,4,3,0.5,0,0,0.3,7.8,2.5
2,01-01-2020 00:28,01-01-2020 00:31,1,1.2,1,N,236,237,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01-01-2020 00:33,01-01-2020 00:48,1,6.44,1,N,237,87,1,20,0.5,0.5,4.76,0,0.3,28.56,2.5
2,01-01-2020 00:50,01-01-2020 01:05,1,6.15,1,N,87,162,1,19.5,0.5,0.5,4.66,0,0.3,27.96,2.5
2,01-01-2020 00:22,01-01-2020 00:26,2,0.4,1,N,48,246,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01-01-2020 00:40,01-01-2020 00:51,1,1.89,1,N,50,239,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,01-01-2020 00:54,01-01-2020 01:27,1,3.02,1,N,238,68,2,21,0.5,0.5,0,0,0.3,24.8,2.5
2,01-01-2020 00:14,01-01-2020 00:51,1,3.21,1,N,48,237,1,22.5,0.5,0.5,5.26,0,0.3,31.56,2.5
2,01-01-2020 00:53,01-01-2020 00:57,1,0.83,1,N,237,263,1,5.5,0.5,0.5,1,0,0.3,10.3,2.5
2,01-01-2020 00:18,01-01-2020 00:29,1,2.36,1,N,236,43,1,10.5,0.5,0.5,3.58,0,0.3,17.88,2.5
2,01-01-2020 00:30,01-01-2020 00:35,1,1.08,1,N,43,43,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01-01-2020 00:37,01-01-2020 00:41,1,0.74,1,N,43,238,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01-01-2020 00:47,01-01-2020 00:52,1,1.22,1,N,43,41,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01-01-2020 00:57,01-01-2020 01:20,1,6.34,1,N,151,7,1,21,0.5,0.5,2,0,0.3,26.8,2.5
2,01-01-2020 00:33,01-01-2020 00:49,2,1.3,1,N,107,68,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,01-01-2020 00:03,01-01-2020 00:12,1,1.54,1,N,238,236,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01-01-2020 00:36,01-01-2020 00:49,1,1.34,1,N,161,170,1,9.5,0.5,0.5,1,0,0.3,14.3,2.5
2,01-01-2020 00:54,01-01-2020 01:07,1,0.78,1,N,107,90,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,01-01-2020 00:57,01-01-2020 01:01,1,0.6,1,N,79,79,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,01-01-2020 00:22,01-01-2020 00:46,1,3.53,1,N,249,237,1,16.5,0.5,0.5,5.08,0,0.3,25.38,2.5
2,01-01-2020 00:47,01-01-2020 01:10,1,6.53,1,N,237,231,1,22.5,0.5,0.5,5.26,0,0.3,31.56,2.5
1,01-01-2020 00:37,01-01-2020 00:58,1,4.1,1,N,237,231,1,16,3,0.5,3.95,0,0.3,23.75,2.5
1,01-01-2020 00:59,01-01-2020 01:13,1,2.7,1,N,231,68,1,12,3,0.5,3.15,0,0.3,18.95,2.5
2,01-01-2020 00:57,01-01-2020 00:58,1,0.11,1,N,260,260,3,-2.5,-0.5,-0.5,0,0,-0.3,-3.8,0
2,01-01-2020 00:57,01-01-2020 00:58,1,0.11,1,N,260,260,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,01-01-2020 00:27,01-01-2020 00:41,1,2.62,1,N,43,107,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01-01-2020 00:25,01-01-2020 00:32,1,0.68,1,N,162,234,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01-01-2020 00:44,01-01-2020 01:00,1,1.49,1,N,234,114,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
2,01-01-2020 00:23,01-01-2020 00:41,1,4.41,1,N,263,246,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5
2,01-01-2020 00:21,01-01-2020 00:44,1,5.1,1,N,140,7,1,18.5,0.5,0.5,4.46,0,0.3,26.76,2.5
2,01-01-2020 00:33,01-01-2020 00:43,1,3.02,1,N,79,209,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,01-01-2020 00:06,01-01-2020 00:20,1,1.83,1,N,114,164,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01-01-2020 00:25,01-01-2020 00:45,1,4.67,1,N,164,209,1,19,0.5,0.5,5.7,0,0.3,28.5,2.5
2,01-01-2020 00:50,01-01-2020 01:01,1,3.74,1,N,87,79,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01-01-2020 00:10,01-01-2020 00:16,3,0.97,1,N,151,239,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01-01-2020 00:16,01-01-2020 00:21,2,0.95,1,N,239,143,1,5.5,0.5,0.5,4,0,0.3,13.3,2.5
2,01-01-2020 00:30,01-01-2020 00:37,2,1.5,1,N,239,236,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,01-01-2020 00:38,01-01-2020 00:50,3,3.89,1,N,237,224,1,14,0.5,0.5,4.45,0,0.3,22.25,2.5
2,01-01-2020 00:57,01-01-2020 01:05,1,1.71,1,N,224,162,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01-01-2020 00:36,01-01-2020 01:09,1,19.19,2,N,264,264,1,52,0,0.5,13.82,0,0.3,69.12,2.5
2,01-01-2020 00:06,01-01-2020 00:16,2,1.28,1,N,79,170,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,01-01-2020 00:29,01-01-2020 00:45,2,2.75,1,N,113,229,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,01-01-2020 00:46,01-01-2020 00:51,1,1.4,1,N,229,229,1,6.5,0.5,0.5,2,0,0.3,12.3,2.5
2,01-01-2020 00:38,01-01-2020 00:51,2,3.62,1,N,17,148,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01-01-2020 00:56,01-01-2020 00:59,1,0.54,1,N,79,232,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
1,01-01-2020 00:13,01-01-2020 00:41,1,3.8,1,N,231,50,1,19,3,0.5,4.55,0,0.3,27.35,2.5
1,01-01-2020 00:55,01-01-2020 00:59,1,0.6,1,N,50,246,1,5,3,0.5,2.6,0,0.3,11.4,2.5
2,01-01-2020 00:19,01-01-2020 00:21,1,0.54,1,N,239,238,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,01-01-2020 00:24,01-01-2020 00:25,1,0.56,1,N,238,239,1,3.5,0.5,0.5,1.7,0,0.3,9,2.5
2,01-01-2020 00:27,01-01-2020 00:43,1,4.06,1,N,239,137,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
2,01-01-2020 00:45,01-01-2020 01:05,1,3.76,1,N,137,262,1,15,0.5,0.5,2.25,0,0.3,21.05,2.5
2,01-01-2020 00:21,01-01-2020 00:24,1,0.53,1,N,113,114,1,4.5,0.5,0.5,0.75,0,0.3,9.05,2.5
2,01-01-2020 00:28,01-01-2020 01:04,1,4.25,1,N,144,48,2,23,0.5,0.5,0,0,0.3,26.8,2.5
1,01-01-2020 00:19,01-01-2020 00:30,1,0.8,1,N,87,87,2,8.5,3,0.5,0,0,0.3,12.3,2.5
1,01-01-2020 00:42,01-01-2020 00:56,1,2.7,1,N,87,249,1,12,3,0.5,3.15,0,0.3,18.95,2.5
1,01-01-2020 00:58,01-01-2020 01:08,1,1.7,1,N,249,148,2,9,3,0.5,0,0,0.3,12.8,2.5
1,01-01-2020 00:12,01-01-2020 00:17,0,1.4,1,N,236,237,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5
1,01-01-2020 00:20,01-01-2020 00:36,0,1.1,1,N,141,161,1,10.5,3.5,0.5,0.2,0,0.3,15,2.5
1,01-01-2020 00:39,01-01-2020 00:46,0,0.8,1,N,161,233,1,6.5,3.5,0.5,0.5,0,0.3,11.3,2.5
1,01-01-2020 00:48,01-01-2020 01:01,0,2.3,1,N,233,90,1,10,3.5,0.5,2.85,0,0.3,17.15,2.5
1,01-01-2020 00:06,01-01-2020 00:10,1,0.9,1,N,237,263,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
